RECID,FIRSTNAME,MIDDLENAME,LASTNAME,NAMESUFFIX,SASID,RECORDFOUND,SEARCHDATE,COLLEGECODE,COLLEGENAME,COLLEGESTATE,COLLEGETYPE,PUBLICPRIVATE,ENROLLBEGIN,ENROLLEND,ENROLLSTATUS,GRADUATED,GRADUATIONDATE,DEGREETITLE,MAJOR,COLLEGESEQ,CREDIT,ENROLLFIRST,ENROLLLAST,HSGRADDATE,HSEXITTYPE,HSCODE,HSNAME,DISTCODE,DISTNAME,SEX,RACE,RACE7,LUNCH,IEP,LEP,
900521,JEAN,,HOLMES,,1442771673,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,Y,00:00.0,AS,BUSINESS,2,0.5,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,M,W,HI7,N,N,Y,
900522,JEAN,,HOLMES,,1442771673,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,A,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,M,W,HI7,N,N,Y,
900523,CHRISTINA,,VAZQUEZ,,1818998112,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,Q,Y,00:00.0,AS,BUSINESS,2,0,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,F,E,WH7,N,Y,N,
900524,CHRISTINA,,VAZQUEZ,,1818998112,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,F,E,WH7,N,Y,N,
900525,CHRISTINA,,VAZQUEZ,,1818998112,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,H,Y,00:00.0,BS,BIOLOGY,4,1,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,F,E,WH7,N,Y,N,
900526,JENNIFER,,SANCHEZ,,1169846588,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,M,B,HI7,Y,N,N,
900527,CHRISTIAN,,HUGHES,,1999165267,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,15,33015,Coventry High School,33,Coventry,F,E,AI7,Y,N,N,
900528,KELLY,ALLISON,HALEY,,1118855452,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,M,A,HI7,N,N,N,
900529,KELLY,ALLISON,HALEY,,1118855452,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,A,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,M,A,HI7,N,N,N,
900530,SHARON,STEPHEN,WILLIAMS,,1432124486,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,F,H,AI7,Y,N,N,
900531,BELINDA,CHELSEY,MORRIS,,1152446103,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,15,33015,Coventry High School,33,Coventry,F,B,HI7,Y,Y,N,
900532,BELINDA,CHELSEY,MORRIS,,1152446103,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,15,33015,Coventry High School,33,Coventry,F,B,HI7,Y,Y,N,
900533,BELINDA,CHELSEY,MORRIS,,1152446103,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,4,1,00:00.0,00:00.0,00:00.0,15,33015,Coventry High School,33,Coventry,F,B,HI7,Y,Y,N,
900534,DANNY,,KNOX,,1258600693,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,A,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,58030,South Kingstown High School,58,South Kingstown,M,E,BL7,Y,N,N,
900535,SHANNON,BILLY,BARBER,,1594246687,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,15,58030,South Kingstown High School,58,South Kingstown,F,B,AS7,Y,N,Y,
900536,SHANNON,BILLY,BARBER,,1594246687,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,15,58030,South Kingstown High School,58,South Kingstown,F,B,AS7,Y,N,Y,
900537,AMY,,WILLIAMSON,,1905068762,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,15,58030,South Kingstown High School,58,South Kingstown,F,I,MU7,Y,Y,Y,
900538,SHANE,DREW,WARD,,1884004380,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,17,28010,Cranston High School East,28,Cranston,M,W,BL7,Y,Y,Y,
900539,RYAN,,MENDEZ,,1409474532,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,F,E,HI7,Y,N,Y,
900540,RYAN,,MENDEZ,,1409474532,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,F,Y,00:00.0,BA,NURSING,3,0,00:00.0,00:00.0,00:00.0,18,96107,Mt. Hope High School,96,Bristol Warren,F,E,HI7,Y,N,Y,
900541,SHANNON,ELIZABETH,KERR,,1126435522,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,M,A,AI7,N,Y,N,
900542,JESSICA,RONNIE,BRUCE,III,1716193912,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,F,H,AS7,N,Y,Y,
900543,JESSICA,RONNIE,BRUCE,III,1716193912,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,F,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,F,H,AS7,N,Y,Y,
900544,JESSICA,RONNIE,BRUCE,III,1716193912,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,F,H,AS7,N,Y,Y,
900545,NICOLE,,GOMEZ,,1715277405,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,M,E,AS7,N,Y,Y,
900546,NICOLE,,GOMEZ,,1715277405,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,M,E,AS7,N,Y,Y,
900547,JEREMY,MATTHEW,GIBBS,,1165649355,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,16,33015,Coventry High School,33,Coventry,F,A,BL7,Y,N,Y,
900548,JULIE,JACK,RUIZ,,1676492138,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,96107,Mt. Hope High School,96,Bristol Warren,F,H,MU7,Y,N,Y,
900549,JERRY,,HODGE,,1159864820,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,F,A,BL7,N,N,Y,
900550,COURTNEY,JEANETTE,FORD,,1010118740,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,H,Y,00:00.0,BA,NURSING,2,1,00:00.0,00:00.0,00:00.0,18,12005,Classical High School,12,Providence,F,W,AI7,N,N,N,
900551,MICHAEL,,WRIGHT,,1335630430,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,Y,00:00.0,BA,NURSING,2,0,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,F,B,BL7,N,Y,Y,
900552,MARK,SHANNON,KELLEY,,1747412112,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,M,A,AS7,Y,N,N,
900553,STEPHEN,,SMITH,,1995959364,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,F,I,HI7,N,Y,N,
900554,STEPHEN,,SMITH,,1995959364,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,F,I,HI7,N,Y,N,
900555,STEPHEN,,SMITH,,1995959364,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,Y,00:00.0,BS,BIOLOGY,4,0.25,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,F,I,HI7,N,Y,N,
900556,MELISSA,JOHN,KLEIN,,1535006479,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,17,96107,Mt. Hope High School,96,Bristol Warren,F,W,MU7,Y,N,N,
900557,MELISSA,JOHN,KLEIN,,1535006479,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,17,96107,Mt. Hope High School,96,Bristol Warren,F,W,MU7,Y,N,N,
900558,MICHAEL,,WHITE,,1057737124,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,18,58030,South Kingstown High School,58,South Kingstown,M,A,HI7,N,N,N,
900559,BRENDA,,CLINE,,1315220014,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,Q,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,F,A,WH7,N,Y,N,
900560,BRENDA,,CLINE,,1315220014,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,W,Y,00:00.0,BA,BIOLOGY,3,0.5,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,F,A,WH7,N,Y,N,
900561,BRENDA,,CLINE,,1315220014,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,Q,Y,00:00.0,BA,BUSINESS,4,0,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,F,A,WH7,N,Y,N,
900562,REBEKAH,GEORGE,FLORES,,1685167780,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,W,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,18,58030,South Kingstown High School,58,South Kingstown,M,B,AI7,N,N,Y,
900563,REBEKAH,GEORGE,FLORES,,1685167780,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,18,58030,South Kingstown High School,58,South Kingstown,M,B,AI7,N,N,Y,
900564,REBEKAH,GEORGE,FLORES,,1685167780,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,18,58030,South Kingstown High School,58,South Kingstown,M,B,AI7,N,N,Y,
900565,REBEKAH,GEORGE,FLORES,,1685167780,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,5,1,00:00.0,00:00.0,00:00.0,18,58030,South Kingstown High School,58,South Kingstown,M,B,AI7,N,N,Y,
900566,JASON,LISA,BENTON,,1961381245,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,F,B,MU7,N,Y,Y,
900567,TAYLOR,,CAMACHO,,1028591099,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,M,I,BL7,Y,Y,N,
900568,CHRISTOPHER,CURTIS,DAVIS,,1686085773,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,M,W,WH7,N,Y,N,
900569,CHRISTOPHER,CURTIS,DAVIS,,1686085773,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,3,0,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,M,W,WH7,N,Y,N,
900570,CHRISTOPHER,CURTIS,DAVIS,,1686085773,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,M,W,WH7,N,Y,N,
900571,CHRISTOPHER,CURTIS,DAVIS,,1686085773,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,5,1,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,M,W,WH7,N,Y,N,
900572,MATTHEW,MARY,BURGESS,,1129902752,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,Q,Y,00:00.0,BA,BIOLOGY,2,0,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,M,W,MU7,N,Y,N,
900573,MATTHEW,MARY,BURGESS,,1129902752,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,H,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,M,W,MU7,N,Y,N,
900574,MATTHEW,MARY,BURGESS,,1129902752,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,M,W,MU7,N,Y,N,
900575,PAMELA,,TURNER,,1468035438,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,G,Y,00:00.0,BS,NURSING,2,0.5,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,M,B,BL7,Y,Y,N,
900576,SUSAN,CARLA,WILLIAMS,,1542017098,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,28010,Cranston High School East,28,Cranston,M,W,AS7,Y,Y,Y,
900577,CHRISTINE,CAROL,MATTHEWS,,1878310734,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,15,58030,South Kingstown High School,58,South Kingstown,M,B,WH7,Y,N,N,
900578,CHRISTINE,CAROL,MATTHEWS,,1878310734,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,F,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,15,58030,South Kingstown High School,58,South Kingstown,M,B,WH7,Y,N,N,
900579,MATTHEW,,PETERS,,1712917799,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,17,96107,Mt. Hope High School,96,Bristol Warren,M,A,AS7,Y,Y,N,
900580,ANGEL,,MARTINEZ,,1914719816,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,W,Y,00:00.0,AS,NURSING,2,1,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,M,A,AI7,N,Y,N,
900581,CRAIG,JACOB,MARTINEZ,,1452735061,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,M,B,BL7,Y,Y,N,
900582,CRAIG,JACOB,MARTINEZ,,1452735061,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,17,33015,Coventry High School,33,Coventry,M,B,BL7,Y,Y,N,
900583,KATRINA,,LOGAN,,1749099498,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,2,0.5,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,F,I,BL7,N,N,N,
900584,KATRINA,,LOGAN,,1749099498,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,15,12005,Classical High School,12,Providence,F,I,BL7,N,N,N,
900585,PRISCILLA,,RODRIGUEZ,,1087436935,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,17,58030,South Kingstown High School,58,South Kingstown,F,E,MU7,Y,N,Y,
900586,JOHN,DEBRA,VEGA,,1743784396,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,Q,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,F,I,WH7,N,Y,Y,
900587,JOHN,DEBRA,VEGA,,1743784396,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,F,I,WH7,N,Y,Y,
900588,JOHN,DEBRA,VEGA,,1743784396,Y,NULL,003401-00,UNIVERSITY OF RHODE ISLAND,RI,4-year,Public,00:00.0,00:00.0,H,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,15,28010,Cranston High School East,28,Cranston,F,I,WH7,N,Y,Y,
900589,JENNIFER,,CAMPBELL,,1080157099,Y,NULL,003410-00,PROVIDENCE COLLEGE,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,33015,Coventry High School,33,Coventry,M,H,MU7,N,N,N,
900590,CYNTHIA,,MILLER,,1122777111,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,17,28010,Cranston High School East,28,Cranston,M,A,BL7,N,Y,N,
900591,CYNTHIA,,MILLER,,1122777111,Y,NULL,003404-00,BROWN UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,Y,00:00.0,AS,BUSINESS,3,0.25,00:00.0,00:00.0,00:00.0,17,28010,Cranston High School East,28,Cranston,M,A,BL7,N,Y,N,
900592,CYNTHIA,,MILLER,,1122777111,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,4,1,00:00.0,00:00.0,00:00.0,17,28010,Cranston High School East,28,Cranston,M,A,BL7,N,Y,N,
900593,HOLLY,,WILLIAMS,,1917227955,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,33015,Coventry High School,33,Coventry,M,A,HI7,Y,N,Y,
900594,HOLLY,,WILLIAMS,,1917227955,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,16,33015,Coventry High School,33,Coventry,M,A,HI7,Y,N,Y,
900595,HOLLY,,WILLIAMS,,1917227955,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,4,0.25,00:00.0,00:00.0,00:00.0,16,33015,Coventry High School,33,Coventry,M,A,HI7,Y,N,Y,
900596,HOLLY,,WILLIAMS,,1917227955,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,5,0,00:00.0,00:00.0,00:00.0,16,33015,Coventry High School,33,Coventry,M,A,HI7,Y,N,Y,
900597,CHRISTOPHER,,BROWN,,1532526383,Y,NULL,003407-00,RHODE ISLAND COLLEGE,RI,4-year,Public,00:00.0,00:00.0,G,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,F,I,AI7,N,Y,Y,
900598,CHRISTOPHER,,BROWN,,1532526383,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,F,I,AI7,N,Y,Y,
900599,CHRISTOPHER,,BROWN,,1532526383,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,F,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,17,41020,La Salle Academy,41,Private,F,I,AI7,N,Y,Y,
900600,CHEYENNE,,LOPEZ,,1105742796,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,A,Y,00:00.0,BA,BUSINESS,2,0,00:00.0,00:00.0,00:00.0,17,12005,Classical High School,12,Providence,F,E,HI7,Y,Y,Y,
900601,MICHELLE,,WATERS,,1258468669,Y,NULL,009823-00,JOHNSON & WALES UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,H,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,M,A,AS7,N,N,Y,
900602,MICHELLE,,WATERS,,1258468669,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,Q,N,NULL,,,3,0.25,00:00.0,00:00.0,00:00.0,16,41020,La Salle Academy,41,Private,M,A,AS7,N,N,Y,
900603,TERESA,,COLLINS,,1113633673,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,Q,N,NULL,,,2,0.25,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,F,I,BL7,Y,N,Y,
900604,TERESA,,COLLINS,,1113633673,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,W,N,NULL,,,3,0.5,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,F,I,BL7,Y,N,Y,
900605,TERESA,,COLLINS,,1113633673,Y,NULL,001276-00,WEST HILLS COMMUNITY COLLEGE,CA,2-year,Public,00:00.0,00:00.0,H,N,NULL,,,4,0.5,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,F,I,BL7,Y,N,Y,
900606,TERESA,,COLLINS,,1113633673,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,Q,N,NULL,,,5,0.5,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,F,I,BL7,Y,N,Y,
900607,KEVIN,ELIZABETH,PEARSON,,1808466549,Y,NULL,002120-00,BRYANT UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,A,Y,00:00.0,BS,NURSING,2,0,00:00.0,00:00.0,00:00.0,16,12005,Classical High School,12,Providence,M,A,AS7,Y,N,Y,
900608,NICHOLAS,HOLLY,KING,,1574266542,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,A,N,NULL,,,2,1,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,F,E,AI7,N,Y,Y,
900609,NICHOLAS,HOLLY,KING,,1574266542,Y,NULL,041713-00,"WEST HILLS COLLEGE, LEMOORE",CA,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,3,1,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,F,E,AI7,N,Y,Y,
900610,NICHOLAS,HOLLY,KING,,1574266542,Y,NULL,007468-00,COMMUNITY COLLEGE OF RHODE ISLAND,RI,2-year,Public,00:00.0,00:00.0,F,N,NULL,,,4,0,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,F,E,AI7,N,Y,Y,
900611,NICHOLAS,HOLLY,KING,,1574266542,Y,NULL,003508-00,COMMUNITY COLLEGE OF CONNECTICUT,RI,2-year,Public,00:00.0,00:00.0,G,N,NULL,,,5,0,00:00.0,00:00.0,00:00.0,18,41020,La Salle Academy,41,Private,F,E,AI7,N,Y,Y,
900612,ANDREW,,MELTON,,1218439701,Y,NULL,003414-00,SALVE REGINA UNIVERSITY,RI,4-year,Private,00:00.0,00:00.0,G,N,NULL,,,2,0,00:00.0,00:00.0,00:00.0,18,33015,Coventry High School,33,Coventry,M,I,AS7,N,Y,Y,
